id,range_names,Clipper Invocations,Post-Clip Primitives,CS Invocations,DS Invocations,GS Invocations,Post-GS Primitives,HS Invocations,Primitive Count,Vertex Count,VS Invocations,Pixels Rendered,PS Invocations,GPU Frequency,CS EM Pipe Active,CS FPU Pipe Active,CS Send Pipeline Active,CS Threads Dispatched,DS EM Pipe Active,DS FPU Pipe Active,DS Send Pipe Active,GPU Duration,Early Depth Test Fails,EM Pipe Active,EU Active,EU FPU And EM Pipes Active,EU Send Pipe Active,EU Stall,EU Thread Occupancy,EU FPU Pipe Active,GPU Core Clocks,GS EM Pipe Active,GS FPU Pipe Active,GS Send Pipe Active,GTI Read Throughput,GTI Write Throughput,SQ00 is full,SQ01 is full,SQ10 is full,SQ11 is full,Early Hi-Depth Test Fails,HS EM Pipe Active,HS FPU Pipe Active,HS Send Pipe Active,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice0 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice1 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice2 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice3 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice4 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice5 Thread Dispatcher,Slice0 Pipe0 Post-EarlyZ Pixel Data Ready,Slice0 Pipe0 Pixel Values Ready,Slice0 Pipe1 Pixel Values Ready,Slice0 Pipe2 Pixel Values Ready,Polygon Data Ready,PS EM Pipe Active,PS FPU Pipe Active,PS Send Pipeline Active,Slice0 Pipe0 PS Output Available,Slice0 Pipe1 PS Output Available,Slice0 Pipe2 PS Output Available,PS Thread Ready For Dispatch on Slice0 Dualsubslice0 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice1 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice2 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice3 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice4 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice5 Thread Dispatcher,Rasterized Pixels,Slice0 Rasterizer Input Available,Slice0 Rasterizer Output Ready,Slice0 DualSubslice0 Input Available,Slice0 DualSubslice0 Sampler Output Ready,Slice0 DualSubslice1 Input Available,Slice0 DualSubslice1 Sampler Output Ready,Slice0 DualSubslice2 Input Available,Slice0 DualSubslice2 Sampler Output Ready,Slice0 DualSubslice3 Input Available,Slice0 DualSubslice3 Sampler Output Ready,Slice0 DualSubslice4 Input Available,Slice0 DualSubslice4 Sampler Output Ready,Slice0 DualSubslice5 Input Available,Slice0 DualSubslice5 Sampler Output Ready,Samplers Bottleneck,Sampler Texels,Samplers Busy,Samples Blended,Samples Killed in PS,Samples Written,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 3,VS EM Pipe Active,VS FPU Pipe Active,VS Send Pipe Active
1,Dispatch,0,0,18944,0,0,0,0,0,0,0,0,0,1299,0,1.48585,0.543085,592,0,0,0,46,0,0,4.09626,0,1.14598,86.3078,79.1482,3.1739,58858,0,0,0,1.72698e+06,41536,0,0,0,0,0,0,0,0,0.753443,0.767659,0.668148,0.710795,0.653932,0.653932,0.0070456,0,0,0,0.00515112,0,0,0,0.0070456,0.0070456,0.0070456,0,0,0,0,0,0,0,0.0070456,0.0070456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9392,0,0,0,0.753443,0.184807,0.184807,0.191915,0.191915,0.767659,0.191915,0.191915,0.191915,0.191915,0.685429,0.171357,0.178808,0.171357,0.163907,0.879137,0.216059,0.223509,0.223509,0.216059,0.730131,0.186258,0.186258,0.178808,0.178808,0.737327,0.18781,0.180854,0.18781,0.180854,0,0,0
2,Dispatch,0,0,1920,0,0,0,0,0,0,0,0,0,1297,0,0.507488,0.185435,60,0,0,0,8,0,0,2.15364,0,0.585458,52.56,11.4598,1.63934,11290,0,0,0,182080,41856,0,0,0,0,0,0,0,0,0.28291,0.28291,0.212183,0.565821,0.424366,0.353638,0.0347675,0,0,0,0.0309909,0,0,0,0.0347675,0.0347675,0.0347675,0,0,0,0,0,0,0,0.0347675,0.0347675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15678,0,0,0,0.28291,0.0707276,0.0707276,0.0707276,0.0707276,0.28291,0.0707276,0.0707276,0.0707276,0.0707276,0.201157,0.0335261,0.0670522,0.0335261,0.0670522,0.536418,0.134104,0.134104,0.134104,0.134104,0.402313,0.100578,0.100578,0.100578,0.100578,0.355145,0.106544,0.071029,0.106544,0.071029,0,0,0
3,ClearRenderTargetView,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14063,0,0,0,5376,8704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199769,0,0,0,0.0587199,0,0,0,1.97666,1.61918,1.89255,0,0,0,0,0,0,2040,0.168226,0.157712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ClearRenderTargetView,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7481,0,0,0,3968,32320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889108,0,0,0,0.0624142,0,0,0,0.928624,0.760682,0.889108,0,0,0,0,0,0,2040,0.0740924,0.0691529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ClearRenderTargetView,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8067,0,0,0,3904,33408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232929,0,0,0,0.0713606,0,0,0,2.31703,1.90021,2.21895,0,0,0,0,0,0,2040,0.196151,0.183891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ClearDepthStencilView,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,48443,0,0,0,37312,145472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167771,0,0,0,0.0161819,0,0,0,0.01468,0.01468,0.01468,0,0,0,0,0,0,2.0736e+06,93.8365,93.8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CopyResource,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,1.46309e-05,0,0,0,0,0,209,0,0,46.8125,0,17.9782,43.9847,75.5933,38.1316,250181,0,0,0,106048,3.07309e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2284,71.5572,71.5572,71.5572,0.00279382,0,38.2037,16.5779,71.5593,71.5593,71.5593,84.7897,86.3653,84.513,85.9625,85.2021,86.006,4.1472e+06,87.81,82.8594,52.1465,0,52.5131,0,51.4433,0,52.0885,0,51.89,0,51.896,0,2.64568,4.1472e+06,89.9705,0,0,4.1472e+06,78.4323,36.0168,36.0102,36.2376,36.2309,78.411,35.9366,35.9165,36.3313,36.3112,77.794,35.6079,35.588,36.079,36.0325,78.0677,35.6477,35.6278,36.0192,36.0126,78.0262,35.6212,35.588,36.0856,36.0126,78.507,35.9747,35.9279,36.2755,36.2287,0,0,0
8,ClearRenderTargetView,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11094,0,0,0,5952,33280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250964,0,0,0,0.0440878,0,0,0,3.33423,3.15497,2.7606,0,0,0,0,0,0,4080,0.224075,0.215112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,DrawIndexed,2,2,0,0,0,0,0,2,6,4,0,0,1299,0,0,0,0,0,0,0,39,25920,0,0.00524412,0,0.00218044,0.0591621,0.00454663,0.00486722,69125,0,0,0,16000,403776,0,0,0,0,0,0,0,0,0.0116668,0,0,0,0,0,0.0194496,0,0,0,0.0145009,0,0.000161514,0,0.0116697,0.0116697,0.0116697,0,0,0,0,0,0,4.15008e+06,93.4397,93.4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116668,0,0.0058334,0.0058334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468392,0.00159538
10,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,2,0,0,0.166488,0,0.0533681,0.717621,0.102791,0.101543,3266,0,0,0,2944,1216,0,0,0,0,0,0,0,0,0.187559,0.187559,0,0,0,0,0.0536913,0,0,0,0.0629129,0,0.00263546,0,0.0268456,0.0268456,0.0268456,0,0,0,0,0,0,0,0.0536913,0.0536913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187559,0,0,0,0.187559,0.187559,0.0937793,0,0.0937793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11596,0.0202922
11,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.14036,0,0.0487858,1.54043,0.0887813,0.0943701,2360,0,0,0,1536,1088,0,0,0,0,0,0,0,0,0.519481,0,0,0,0,0,0.0855066,0,0,0,0.0741015,0,0,0,0.0427533,0.0427533,0.0427533,0,0,0,0,0,0,0,0.0855066,0.0855066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519481,0.12987,0,0.25974,0.12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948612,0.0478113
12,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.255042,0,0.0695016,0.708451,0.0971589,0.181686,2132,0,0,0,1216,704,0,0,0,0,0,0,0,0,0.440744,0.146915,0,0,0,0,0.0953289,0,0,0,0.0856164,0,0.00171609,0,0.0476644,0.0476644,0.0476644,0,0,0,0,0,0,0,0.0953289,0.0953289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440744,0,0.146915,0.29383,0,0.146915,0,0,0,0.146915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152732,0.0811298
13,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.247159,0,0.0840388,0.623106,0.0919913,0.169147,2200,0,0,0,1408,1088,0,0,0,0,0,0,0,0,0.447984,0.149328,0,0,0,0,0.0984252,0,0,0,0.0926355,0,0,0,0.0492126,0.0492126,0.0492126,0,0,0,0,0,0,0,0.0984252,0.0984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447984,0.149328,0,0,0.298656,0.149328,0,0,0.149328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186753,0.0833745
14,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1301,0,0,0,0,0,0,0,1,0,0,0.165377,0,0.0565611,0.617823,0.153341,0.109814,2003,0,0,0,1344,768,0,0,0,0,0,0,0,0,0.454316,0.151439,0,0,0,0,0.100654,0,0,0,0.0965251,0,0,0,0.0503271,0.0503271,0.0503271,0,0,0,0,0,0,0,0.100654,0.100654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454316,0,0.151439,0.302877,0,0.151439,0,0,0,0.151439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10998,0.0560538
15,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.275735,0,0.0814038,0.697262,0.167826,0.180985,1972,0,0,0,1152,896,0,0,0,0,0,0,0,0,0.413223,0.137741,0,0,0,0,0.0962927,0,0,0,0.097371,0,0,0,0.0481464,0.0481464,0.0481464,0,0,0,0,0,0,0,0.0962927,0.0962927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413223,0.137741,0,0,0.275482,0.137741,0,0,0.137741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180897,0.0817984
16,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1301,0,0,0,0,0,0,0,1,0,0,0.164965,0,0.0532167,0.619397,0.0758869,0.110313,2008,0,0,0,960,1216,0,0,0,0,0,0,0,0,0.457782,0.152594,0,0,0,0,0.0909504,0,0,0,0.101678,0,0,0,0.0454752,0.0454752,0.0454752,0,0,0,0,0,0,0,0.0909504,0.0909504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457782,0,0.152594,0.305188,0,0.152594,0,0,0,0.152594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103477,0.0567895
17,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.265762,0,0.0811688,0.675098,0.116371,0.182039,2046,0,0,0,1216,704,0,0,0,0,0,0,0,0,0.435203,0.145068,0,0,0,0,0.102987,0,0,0,0.0800641,0,0,0,0.0514933,0.0514933,0.0514933,0,0,0,0,0,0,0,0.102987,0.102987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435203,0.145068,0,0,0.290135,0.145068,0,0,0.145068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180375,0.0825183
18,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1300,0,0,0,0,0,0,0,1,0,0,0.174894,0,0.0574566,0.654479,0.0804546,0.110202,1894,0,0,0,1088,768,0,0,0,0,0,0,0,0,0.587372,0,0,0,0,0,0.0902527,0,0,0,0.101061,0,0,0,0.0451264,0.0451264,0.0451264,0,0,0,0,0,0,0,0.0902527,0.0902527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587372,0,0.146843,0.293686,0.146843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111721,0.0464492
19,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1300,0,0,0,0,0,0,0,1,0,0,0.264727,0,0.0821968,0.732311,0.188946,0.183105,2054,0,0,0,1152,960,0,0,0,0,0,0,0,0,0.460358,0.153453,0,0,0,0,0.0970874,0,0,0,0.0985222,0,0,0,0.0485437,0.0485437,0.0485437,0,0,0,0,0,0,0,0.0970874,0.0970874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460358,0.153453,0,0.306905,0,0.153453,0,0,0,0.153453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18266,0.0823975
20,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.258805,0,0.0841646,0.649492,0.0985925,0.198098,2101,0,0,0,1152,832,0,0,0,0,0,0,0,0,0.449102,0.149701,0,0,0,0,0.0980392,0,0,0,0.100654,0,0,0,0.0490196,0.0490196,0.0490196,0,0,0,0,0,0,0,0.0980392,0.0980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449102,0,0.149701,0,0.299401,0.149701,0,0,0.149701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187032,0.0805105
21,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1293,0,0,0,0,0,0,0,1,0,0,0.164474,0,0.055998,0.613414,0.133589,0.108507,2014,0,0,0,960,23872,0,0,0,0,0,0,0,0,0.462725,0.154242,0,0,0,0,0.0982318,0,0,0,0.101112,0,0,0,0.0491159,0.0491159,0.0491159,0,0,0,0,0,0,0,0.0982318,0.0982318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462725,0.154242,0,0.308483,0,0.154242,0,0,0,0.154242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108885,0.0539568
22,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.2637,0,0.0816796,0.667839,0.102767,0.181951,2062,0,0,0,1152,704,0,0,0,0,0,0,0,0,0.583658,0,0,0,0,0,0.0956023,0,0,0,0.0976086,0,0,0,0.0478011,0.0478011,0.0478011,0,0,0,0,0,0,0,0.0956023,0.0956023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583658,0,0.145914,0.145914,0.291829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18151,0.0815217
23,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1300,0,0,0,0,0,0,0,1,0,0,0.167806,0,0.0458062,0.660672,0.15077,0.109375,1974,0,0,0,896,704,0,0,0,0,0,0,0,0,0.57554,0,0,0,0,0,0.101523,0,0,0,0.101937,0,0,0,0.0507614,0.0507614,0.0507614,0,0,0,0,0,0,0,0.101523,0.101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57554,0.143885,0,0.143885,0.28777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890676,0.0572811
24,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1302,0,0,0,0,0,0,0,1,0,0,0.266675,0,0.0818777,0.678437,0.102758,0.159847,2039,0,0,0,1152,832,0,0,0,0,0,0,0,0,0.431241,0.143747,0,0,0,0,0.0798085,0,0,0,0.0981836,0,0,0,0.0399042,0.0399042,0.0399042,0,0,0,0,0,0,0,0.0798085,0.0798085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431241,0,0.143747,0,0.287494,0.143747,0,0,0.143747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181951,0.0764266
25,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1295,0,0,0,0,0,0,0,1,0,0,0.262301,0,0.0840807,0.662285,0.227414,0.182039,2073,0,0,0,1280,960,0,0,0,0,0,0,0,0,0.350195,0.116732,0,0,0,0,0.0990589,0,0,0,0.0815661,0,0,0,0.0495295,0.0495295,0.0495295,0,0,0,0,0,0,0,0.0990589,0.0990589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350195,0.116732,0,0.233463,0,0.116732,0,0,0,0.116732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186846,0.0833333
26,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1296,0,0,0,0,0,0,0,1,0,0,0.273792,0,0.0870294,0.692346,0.107898,0.204471,1986,0,0,0,960,704,0,0,0,0,0,0,0,0,0.453858,0.151286,0,0,0,0,0.108225,0,0,0,0.104058,0,0,0,0.0541126,0.0541126,0.0541126,0,0,0,0,0,0,0,0.108225,0.108225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453858,0,0.151286,0,0.302572,0.151286,0,0,0.151286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193399,0.0868502
27,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1297,0,0,0,0,0,0,0,1,0,0,0.275875,0,0.0882584,0.687046,0.102679,0.194401,1971,0,0,0,960,704,0,0,0,0,0,0,0,0,0.467047,0.155682,0,0,0,0,0.104112,0,0,0,0.102669,0,0,0,0.0520562,0.0520562,0.0520562,0,0,0,0,0,0,0,0.104112,0.104112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467047,0.155682,0,0.311365,0,0.155682,0,0,0,0.155682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19613,0.0874806
28,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.284091,0,0.0871643,0.720568,0.172911,0.19685,1914,0,0,0,960,704,0,0,0,0,0,0,0,0,0.623053,0,0,0,0,0,0.104275,0,0,0,0.104221,0,0,0,0.0521376,0.0521376,0.0521376,0,0,0,0,0,0,0,0.104275,0.104275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623053,0,0.155763,0.155763,0.311526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193698,0.0879823
29,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1297,0,0,0,0,0,0,0,1,0,0,0.148012,0,0.0559423,0.549226,0.130857,0.108292,2238,0,0,0,1024,704,0,0,0,0,0,0,0,0,0.447761,0.149254,0,0,0,0,0.0997506,0,0,0,0.100351,0,0,0,0.0498753,0.0498753,0.0498753,0,0,0,0,0,0,0,0.0997506,0.0997506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447761,0.149254,0,0,0.298507,0.149254,0,0,0.149254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108777,0.0561938
30,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.257946,0,0.0825587,0.649312,0.169423,0.155666,2108,0,0,0,1152,832,0,0,0,0,0,0,0,0,0.433109,0.14437,0,0,0,0,0.0970874,0,0,0,0.0963855,0,0,0,0.0485437,0.0485437,0.0485437,0,0,0,0,0,0,0,0.0970874,0.0970874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433109,0,0.14437,0.288739,0,0.14437,0,0,0,0.14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183464,0.0809741
31,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.250692,0,0.0835396,0.692523,0.0998924,0.168919,2169,0,0,0,1280,960,0,0,0,0,0,0,0,0,0.443787,0.147929,0,0,0,0,0.1002,0,0,0,0.0834376,0,0,0,0.0501002,0.0501002,0.0501002,0,0,0,0,0,0,0,0.1002,0.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443787,0.147929,0,0,0.295858,0.147929,0,0,0.147929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185644,0.084799
32,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.248401,0,0.0780527,0.631948,0.0913659,0.178657,2189,0,0,0,1024,832,0,0,0,0,0,0,0,0,0.42735,0.14245,0,0,0,0,0.0960154,0,0,0,0.0934579,0,0,0,0.0480077,0.0480077,0.0480077,0,0,0,0,0,0,0,0.0960154,0.0960154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42735,0,0.14245,0.2849,0,0.14245,0,0,0,0.14245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173451,0.0844172
33,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1297,0,0,0,0,0,0,0,1,0,0,0.277991,0,0.0865385,0.69764,0.176502,0.201072,1956,0,0,0,896,704,0,0,0,0,0,0,0,0,0.316456,0.105485,0,0,0,0,0.112803,0,0,0,0.102934,0,0,0,0.0564016,0.0564016,0.0564016,0,0,0,0,0,0,0,0.112803,0.112803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316456,0.105485,0,0,0.21097,0.105485,0,0,0.105485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192308,0.0878906
34,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1299,0,0,0,0,0,0,0,1,0,0,0.282174,0,0.0857905,0.778412,0.114908,0.193698,1927,0,0,0,896,832,0,0,0,0,0,0,0,0,0.454545,0.151515,0,0,0,0,0.104112,0,0,0,0.103734,0,0,0,0.0520562,0.0520562,0.0520562,0,0,0,0,0,0,0,0.104112,0.104112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545,0,0.151515,0.30303,0,0.151515,0,0,0,0.151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190646,0.0875714
35,DrawIndexed,12,0,0,0,0,0,0,12,36,24,0,0,1298,0,0,0,0,0,0,0,1,0,0,0.285433,0,0.0879364,0.713036,0.108736,0.19613,1905,0,0,0,896,704,0,0,0,0,0,0,0,0,0.471451,0.15715,0,0,0,0,0.103896,0,0,0,0.104932,0,0,0,0.0519481,0.0519481,0.0519481,0,0,0,0,0,0,0,0.103896,0.103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471451,0.15715,0,0,0.314301,0.15715,0,0,0.15715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195414,0.0864941
