id,range_names,Clipper Invocations,Post-Clip Primitives,CS Invocations,DS Invocations,GS Invocations,Post-GS Primitives,HS Invocations,Primitive Count,Vertex Count,VS Invocations,Pixels Rendered,PS Invocations,GPU Frequency,CS EM Pipe Active,CS FPU Pipe Active,CS Send Pipeline Active,CS Threads Dispatched,DS EM Pipe Active,DS FPU Pipe Active,DS Send Pipe Active,GPU Duration,Early Depth Test Fails,EM Pipe Active,EU Active,EU FPU And EM Pipes Active,EU Send Pipe Active,EU Stall,EU Thread Occupancy,EU FPU Pipe Active,GPU Core Clocks,GS EM Pipe Active,GS FPU Pipe Active,GS Send Pipe Active,GTI Read Throughput,GTI Write Throughput,SQ00 is full,SQ01 is full,SQ10 is full,SQ11 is full,Early Hi-Depth Test Fails,HS EM Pipe Active,HS FPU Pipe Active,HS Send Pipe Active,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice0 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice1 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice2 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice3 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice4 Thread Dispatcher,Non-PS Thread Ready For Dispatch on Slice0 DualSubslice5 Thread Dispatcher,Slice0 Pipe0 Post-EarlyZ Pixel Data Ready,Slice0 Pipe0 Pixel Values Ready,Slice0 Pipe1 Pixel Values Ready,Slice0 Pipe2 Pixel Values Ready,Polygon Data Ready,PS EM Pipe Active,PS FPU Pipe Active,PS Send Pipeline Active,Slice0 Pipe0 PS Output Available,Slice0 Pipe1 PS Output Available,Slice0 Pipe2 PS Output Available,PS Thread Ready For Dispatch on Slice0 Dualsubslice0 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice1 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice2 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice3 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice4 Thread Dispatcher,PS Thread Ready For Dispatch on Slice0 Dualsubslice5 Thread Dispatcher,Rasterized Pixels,Slice0 Rasterizer Input Available,Slice0 Rasterizer Output Ready,Slice0 DualSubslice0 Input Available,Slice0 DualSubslice0 Sampler Output Ready,Slice0 DualSubslice1 Input Available,Slice0 DualSubslice1 Sampler Output Ready,Slice0 DualSubslice2 Input Available,Slice0 DualSubslice2 Sampler Output Ready,Slice0 DualSubslice3 Input Available,Slice0 DualSubslice3 Sampler Output Ready,Slice0 DualSubslice4 Input Available,Slice0 DualSubslice4 Sampler Output Ready,Slice0 DualSubslice5 Input Available,Slice0 DualSubslice5 Sampler Output Ready,Samplers Bottleneck,Sampler Texels,Samplers Busy,Samples Blended,Samples Killed in PS,Samples Written,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice2 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice3 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice4 Thread Dispatcher Port 3,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 0,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 1,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 2,Thread Header Ready on Slice0 DualSubslice5 Thread Dispatcher Port 3,VS EM Pipe Active,VS FPU Pipe Active,VS Send Pipe Active
167,DrawIndexed,2061,669,0,0,0,0,0,2061,6183,1901,759,1796,1299,0,0,0,0,0,0,0,9,100,0.632171,16.6215,0.304925,1.97642,46.7993,15.2409,14.2245,11668,0,0,0,150848,9408,0,0,0,0,60,0,0,0,1.07683,1.07683,1.15375,1.02555,0.922998,0.87172,2.90438,1.05853,0.997288,0.971044,1.73679,0.630996,11.8352,1.08939,1.06727,1.00604,0.979792,6.59765,6.11511,4.97456,4.81663,5.37814,5.34304,1956,3.69172,2.57195,8.63828,5.65951,7.84659,4.6437,12.0866,4.7048,9.21006,5.2318,7.68825,4.96448,8.8494,4.49095,2.1169,17960,52.6311,0,0,1796,6.9994,2.49551,1.66652,1.88873,2.49551,7.31561,2.28186,1.69216,2.1793,2.39296,5.77349,1.97851,2.40491,2.03821,1.85059,5.927,2.16613,1.58622,1.95293,2.50725,6.19137,1.7312,1.87617,2.27699,2.08937,6.29058,1.46517,1.78101,2.1495,2.70223,0.0409083,2.34763,0.986327
168,DrawIndexed,2061,1888,0,0,0,0,0,2061,6183,1901,3108,7036,1299,0,0,0,0,0,0,0,14,228,1.40923,30.8312,0.796882,2.85057,48.4592,39.711,26.6104,19099,0,0,0,196736,18048,0,0,0,0,76,0,0,0,0.748089,0.715564,0.585461,0.552935,0.666775,0.617987,47.2379,2.4123,1.57391,2.75177,6.12214,1.49677,25.9909,2.37117,2.41745,1.57906,2.75692,12.1962,11.302,7.99272,7.52286,14.7426,11.8072,7340,8.35305,5.31324,27.5703,9.89379,29.4772,10.7206,16.9712,6.52577,18.2001,6.87504,36.3155,12.9731,30.3512,11.5582,12.2781,77396,71.1032,0,0,7036,12.75,4.43433,4.48311,5.00894,4.32049,13.6228,5.12278,5.2041,3.81634,5.27999,8.10811,2.79662,3.2662,3.04184,2.48878,8.67161,2.60879,3.20359,2.98967,3.42273,12.2978,4.94104,5.12366,4.39841,4.54972,12.2619,5.03713,4.68347,4.43086,4.22877,0.0181217,1.42651,0.597637
169,DrawIndexed,2061,1239,0,0,0,0,0,2061,6183,1901,658,1748,1301,0,0,0,0,0,0,0,9,60,0.808286,19.6966,0.37846,2.37286,46.5136,18.8304,16.3588,11533,0,0,0,144192,2560,0,0,0,0,0,0,0,0,1.49369,1.44218,0.618079,0.618079,0.875612,1.10739,3.7037,1.1532,1.22896,0.707071,3.2819,0.763461,14.7349,1.3099,1.16162,1.23737,0.715488,8.30225,7.80776,8.18947,7.5475,6.43706,5.04034,1808,7.90404,3.3165,8.22812,6.08395,8.80434,6.20972,11.7109,6.49269,10.5669,6.82283,5.78765,4.74768,4.55894,3.64723,0.286135,19228,58.0855,0,0,1748,8.70461,2.37789,2.37789,3.17624,2.46373,9.00506,2.2577,2.70409,3.23633,2.67834,7.89315,2.55062,2.18009,2.64541,2.71435,7.9707,2.50754,2.55062,2.99871,2.55924,5.99742,1.74063,1.5252,1.46489,1.90435,6.0727,0.988982,1.73506,1.80446,2.22955,0.0317756,2.40775,0.960683
170,DrawIndexed,1500,875,0,0,0,0,0,1500,4500,1173,2251,4704,1298,0,0,0,0,0,0,0,10,1916,1.22529,25.6311,0.748544,2.59563,49.5472,37.7348,23.2925,14347,0,0,0,123008,9920,0,0,0,0,1284,0,0,0,0.559983,0.538445,0.538445,0.516907,0.538445,0.495369,10.1117,2.00419,2.00419,2.12989,10.559,1.19107,23.1697,1.82336,2.01117,2.01117,2.13687,9.0683,8.56371,8.07334,8.79113,9.71502,8.95459,7904,10.1536,7.03911,18.3019,11.5564,15.6452,10.9963,14.7385,10.7895,16.2075,10.6762,23.3202,12.9901,18.6393,11.6498,4.57935,51744,60.145,0,0,4704,9.23972,3.08708,3.96295,3.97013,3.61835,9.69201,4.05629,3.36708,3.71886,3.61117,9.59859,3.58846,3.41234,3.56645,3.85265,8.85742,3.51508,3.49307,3.57379,3.30961,9.73068,3.70588,3.13349,4.08013,3.90401,9.42364,3.58894,3.01329,3.93007,3.82347,0.0149901,1.54642,0.608332
171,DrawIndexed,4976,0,0,0,0,0,0,4976,14928,3328,0,0,1295,0,0,0,0,0,0,0,5,0,0.208914,17.4634,0.201597,4.81565,43.5763,16.1466,11.7002,7591,0,0,0,179008,1728,0,0,0,0,0,0,0,0,3.00593,2.88728,2.84773,2.64997,3.00593,2.41266,0.0272035,0,0,0,0.0279135,0.0265076,0.0122594,0,0.0136017,0.0136017,0.0136017,0,0,0,0,0,0,0,0.0272035,0.0272035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00593,0.711931,0.711931,0.830587,0.751483,2.88728,0.67238,0.711931,0.791035,0.711931,2.38309,0.61499,0.538117,0.576553,0.653427,3.03651,0.768738,0.730301,0.807175,0.730301,2.76746,0.691864,0.691864,0.691864,0.691864,2.79961,0.663065,0.663065,0.736739,0.736739,0.201016,11.9815,4.96088
172,DrawIndexed,4973,4858,0,0,0,0,0,4973,14919,3212,11415,27148,1299,0,0,0,0,0,0,0,35,2452,2.24509,49.0526,1.4473,4.55804,44.3469,53.2258,42.3001,45580,0,0,0,375168,32384,0,0,0,0,2292,0,0,0,0.491803,0.439344,0.498361,0.515847,0.413115,0.386885,77.0425,3.74724,3.22387,4.31565,63.597,2.35763,43.0602,3.71757,3.74938,3.22601,4.3178,19.3171,19.5713,17.0224,17.1561,23.4176,23.4527,31892,61.4122,60.8202,28.906,19.1421,30.2103,19.3521,24.6943,16.7583,25.6224,16.5043,34.2307,22.5537,33.1332,22.2418,2.01404,298628,86.3405,0,0,27148,19.4142,6.63607,6.55956,6.66229,7.13005,19.5148,6.95956,6.97486,6.84153,7.12131,16.7241,5.32577,6.53258,5.98695,6.12175,16.5807,5.77939,5.4456,5.85215,6.37638,23.7146,7.48475,7.89772,7.67305,7.81641,23.4308,7.88332,7.90085,7.78469,8.05207,0.0363124,2.0679,0.831117
173,DrawIndexed,9929,0,0,0,0,0,0,9929,29787,5961,0,0,1300,0,0,0,0,0,0,0,8,0,0.234969,18.584,0.00167618,6.20995,45.9072,9.03557,10.5736,11143,0,0,0,325504,320,0,0,0,0,0,0,0,0,3.83241,3.83241,3.61801,3.21601,3.16241,3.18921,0.0180391,0,0,0,0.0174611,0.0161283,0.016596,0,0.00901957,0.00901957,0.00901957,0,0,0,0,0,0,0,0.0180391,0.0180391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83241,0.911202,0.884402,1.0452,0.991603,3.83241,0.857602,0.884402,1.0184,1.072,3.57556,0.827181,0.827181,0.933914,0.987281,3.30873,0.747132,0.747132,0.933914,0.880548,3.17531,0.747132,0.720448,0.853865,0.853865,3.11963,0.732435,0.732435,0.868071,0.78669,0.269732,12.4031,6.40912
174,DrawIndexed,167,167,0,0,0,0,0,167,501,181,27,88,1300,0,0,0,0,0,0,0,15,0,0.0169308,0.651123,0.0032794,0.109991,11.1227,1.40897,0.401231,20775,0,0,0,33088,3392,0,0,0,0,0,0,0,0,0.0605083,0.0605083,0.0605083,0.0605083,0.0756353,0.0453812,0.135658,0,0.0904386,0,0.91816,0.0205476,0.393034,0.0372425,0.00502437,0.095463,0.00502437,0,0,0.749405,0.789913,0,0,88,1.6279,0.125609,0,0,0,0,0.422801,0.385919,0.555244,0.324736,0,0,0,0,0,968,0,0,0,88,0.0605083,0.0302541,0,0.0302541,0,0.0605083,0.0302541,0,0.0302541,0,0.847373,0.145407,0.0300842,0.391095,0.361011,0.80726,0.0300842,0.361011,0.361011,0.175491,0.0752106,0,0.0300842,0.0300842,0.0150421,0.0455719,0.0151906,0,0,0.0303813,0.00321056,0.157968,0.0743556
175,DrawIndexed,167,167,0,0,0,0,0,167,501,181,5,20,1298,0,0,0,0,0,0,0,5,0,0.0295912,1.11413,0.00768233,0.260267,2.85996,0.541785,0.844487,7216,0,0,0,13888,576,0,0,0,0,48,0,0,0,0.171772,0.171772,0.171772,0.171772,0.214715,0.128829,0.32923,0,0.0715717,0,2.44148,0.0223122,0.435769,0.0331823,0.0143143,0.0858861,0.0143143,0,0,0.778524,0.577181,0,0,68,4.56628,0.343544,0,0,0,0,0.474547,0.218788,0.316365,0.328183,0,0,0,0,0,220,0,0,0,20,0.171772,0,0.0858861,0,0.0858861,0.171772,0,0.0858861,0,0.0858861,0.780696,0,0.0851668,0.610362,0.0851668,0.993612,0.0851668,0,0.0851668,0.823279,0.212917,0.0851668,0,0.0851668,0.0425834,0.120805,0,0.0402685,0.0805369,0,0.00743741,0.484718,0.20783
176,DrawIndexed,72,72,0,0,0,0,0,72,216,80,15,52,1298,0,0,0,0,0,0,0,9,0,0.0302464,0.758514,0.00786757,0.127287,6.92876,0.957618,0.641819,11912,0,0,0,8000,576,0,0,0,0,0,0,0,0,0.0509727,0.0509727,0.0509727,0.0509727,0.0764591,0,0.164393,0,0.0164393,0.065757,0.128458,0.028146,0.514002,0.0584162,0.00821963,0.0246589,0.0739767,0,0,0.248671,0.248671,0.61739,0.540216,52,2.38369,0.156173,0,0,0,0,0.102067,0.0761099,0.102067,0.0761099,0.612401,0.45666,0.44229,0.32981,0,624,0,0,0,52,0.0509727,0,0,0.0509727,0,0.0509727,0,0,0.0509727,0,0.297568,0,0,0.246557,0.0510117,0.297568,0,0,0.0510117,0.246557,0.603639,0.246557,0.0255059,0.518619,0.0255059,0.540216,0.248671,0,0,0.497342,0.00212422,0.145984,0.0667429
177,DrawIndexed,347,347,0,0,0,0,0,347,1041,382,36,132,1299,0,0,0,0,0,0,0,9,44,0.0742829,2.10068,0.0167421,0.357661,10.848,1.76094,1.63569,12373,0,0,0,30336,1024,0,0,0,0,52,0,0,0,0.247239,0.271963,0.197791,0.197791,0.148344,0.148344,0.493963,0.00784068,0.00784068,0.203858,1.95677,0.0668862,1.20278,0.119311,0.0156814,0.0156814,0.211698,0.229285,0,0,0.229285,1.39152,1.605,228,2.82264,0.501803,0,0,0.097688,0.0726392,0,0.0726392,0.097688,0,1.33507,0.952381,1.57929,1.19451,0,1584,0,0,0,132,0.247239,0.0494478,0.0494478,0.0494478,0.0988957,0.510961,0.0741718,0.0494478,0.0741718,0.31317,0.434676,0.0492086,0.0492086,0.0492086,0.28705,0.196834,0.0492086,0.0492086,0.0492086,0.0492086,1.81252,0.475683,0.40187,0.639711,0.992373,1.74731,0.458571,0.387413,0.956673,0.616698,0.00821698,0.506435,0.22905
178,DrawIndexed,104,104,0,0,0,0,0,104,312,141,0,0,1297,0,0,0,0,0,0,0,2,0,0.0112948,1.23612,0.00564742,0.388065,1.93659,0.387462,0.655101,2882,0,0,0,11008,640,0,0,0,0,228,0,0,0,0.414508,0.414508,0.414508,0.207254,0.207254,0.207254,1.39986,0,0,0,21.6233,0,0,0,0.0358938,0.0358938,0.0358938,0,0,0,0,0,0,228,10.8758,1.61522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414508,0.207254,0,0.207254,0,0.414508,0,0.207254,0.207254,0,0.416089,0.104022,0,0.208044,0.104022,0.208044,0,0,0.208044,0,0.208044,0,0,0.208044,0,0.206825,0,0,0,0.206825,0.0148863,0.833621,0.393082
179,DrawIndexed,104,104,0,0,0,0,0,104,312,141,126,340,1299,0,0,0,0,0,0,0,10,0,0.133598,2.75741,0.0242231,0.292116,28.4073,4.23514,2.43791,14387,0,0,0,17728,1984,0,0,0,0,0,0,0,0,0.0871523,0.0871523,0.0871523,0.0435762,0.0435762,0.0435762,0.531257,0.130995,0.196492,0.160105,2.16709,0.131294,2.3122,0.207495,0.138272,0.20377,0.167382,0.943666,1.0652,1.40835,1.18673,1.04375,1.15099,340,2.76545,0.516702,1.21537,0.873303,1.04174,0.852835,1.12132,0.996111,1.15749,1.00293,0.911524,0.607218,0.846415,0.668622,0,4080,42.3855,0,0,340,1.16929,0.312296,0.0435762,0.522914,0.56649,1.04583,0.0435762,0.210618,0.522914,0.464812,1.27068,0.425925,0.433023,0.553702,0.22716,1.44104,0.51111,0.51111,0.716973,0.347838,1.18549,0,0.51111,0.51111,0.45432,1.19388,0,0.514727,0.457535,0.514727,0.00329357,0.175937,0.081842
180,DrawIndexed,104,104,0,0,0,0,0,104,312,141,13,48,1297,0,0,0,0,0,0,0,7,24,0.0448522,1.21668,0.0115619,0.196526,7.60794,1.17555,0.974986,10368,0,0,0,11456,576,0,0,0,0,0,0,0,0,0.117016,0.117016,0.117016,0.058508,0.058508,0.058508,0.213592,0.0679612,0,0.038835,5.23787,0.0421686,0.731775,0.0950336,0.0776699,0.00970874,0.0485437,0.427393,0.755392,0,0,0.576483,0.576483,72,2.83495,0.223301,0.587429,0.414479,0.234972,0.175002,0,0,0,0,0.234972,0.165792,0.352457,0.248687,0,576,25.8295,0,0,48,0.858118,0.282789,0.058508,0.058508,0.702097,0.536324,0.058508,0,0.058508,0.419308,0.117153,0.0292883,0,0.0585766,0.0292883,0.0585766,0,0,0,0.0585766,0.624817,0.28312,0,0.0585766,0.28312,0.63612,0.288242,0,0.288242,0.0596362,0.00411401,0.227515,0.111896
181,DrawIndexed,104,104,0,0,0,0,0,104,312,141,0,0,1298,0,0,0,0,0,0,0,2,0,0.0143777,1.22718,0.00718887,0.355226,1.92832,0.498663,0.833908,2903,0,0,0,10944,768,0,0,0,0,136,0,0,0,0.439721,0.439721,0.439721,0.219861,0.219861,0.219861,0.916808,0,0,0,8.47037,0,0,0,0.0339559,0.0339559,0.0339559,0,0,0,0,0,0,136,10.5263,1.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439721,0,0.219861,0.219861,0,0.439721,0,0.219861,0.219861,0,0.406504,0,0.101626,0.203252,0.101626,0.203252,0,0,0.203252,0,0.203252,0,0,0.203252,0,0.20957,0,0,0,0.20957,0.0147493,0.763078,0.38409
182,DrawIndexed,104,104,0,0,0,0,0,104,312,139,151,372,1298,0,0,0,0,0,0,0,8,0,0.183967,4.06176,0.0306286,0.398184,25.8882,4.63637,3.3313,10128,0,0,0,11584,768,0,0,0,0,0,0,0,0,0.119107,0.148883,0.08933,0.0595534,0.0595534,0.0595534,0.78329,0.281181,0.451898,0.0401687,3.14527,0.18902,3.2905,0.285073,0.291223,0.46194,0.0502109,1.88177,1.66318,2.71811,2.48052,0.408668,0.408668,372,3.45451,0.69291,1.38144,1.38281,1.19261,1.10426,2.39515,2.24831,2.07712,1.93991,0.357782,0.268603,0.238521,0.179069,0,4464,38.201,0,0,372,1.85608,0.486352,0.71464,0.71464,0.774194,2.12407,0.0595534,0.71464,0.744417,0.774194,2.58629,0.59903,1.09347,1.42626,0.713131,2.77646,0.684606,0.96035,1.36921,0.741656,0.465912,0,0,0.408862,0.0570505,0.465691,0,0,0.0570234,0.408668,0.00493632,0.23982,0.108308
183,DrawIndexed,104,104,0,0,0,0,0,104,312,139,0,0,1297,0,0,0,0,0,0,0,2,0,0.0142256,1.21878,0.00711278,0.401929,1.91085,0.415424,0.825082,2923,0,0,0,10880,640,0,0,0,0,24,0,0,0,0.427046,0.427046,0.427046,0.213523,0.213523,0.213523,0.341997,0,0,0,0.35727,0,0,0,0.0341997,0.0341997,0.0341997,0,0,0,0,0,0,24,9.26813,0.410397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427046,0,0.213523,0.213523,0,0.427046,0.213523,0,0,0.213523,0.44843,0.112108,0,0.112108,0.224215,0.224215,0,0,0,0.224215,0.224215,0,0,0,0.224215,0.207684,0,0,0.207684,0,0.0149289,0.863404,0.41775
184,DrawIndexed,260,260,0,0,0,0,0,260,780,285,0,0,1300,0,0,0,0,0,0,0,2,0,0.027908,2.3353,0.013954,0.718971,3.87714,0.87403,1.61866,3051,0,0,0,20864,576,0,0,0,0,180,0,0,0,0.607287,0.607287,0.607287,0.607287,0.607287,0.708502,0.989181,0,0,0,7.8163,0,0,0,0.0309119,0.0309119,0.0309119,0,0,0,0,0,0,180,20.6492,1.36012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607287,0.202429,0,0.202429,0.202429,0.607287,0,0.202429,0.202429,0.202429,0.601202,0,0.200401,0.200401,0.200401,0.601202,0.200401,0,0.200401,0.200401,0.601202,0,0.200401,0.200401,0.200401,0.625434,0.104239,0.208478,0.104239,0.208478,0.028335,1.54446,0.758853
185,DrawIndexed,104,104,0,0,0,0,0,104,312,139,0,0,1301,0,0,0,0,0,0,0,2,0,0.0128442,1.2138,0.00642211,0.39557,1.92362,0.422649,0.744965,2935,0,0,0,10816,640,0,0,0,0,32,0,0,0,0.436681,0.436681,0.436681,0.218341,0.218341,0.218341,0.365497,0,0,0,0.365898,0,0,0,0.0365497,0.0365497,0.0365497,0,0,0,0,0,0,32,9.35672,0.365497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436681,0,0.218341,0,0.218341,0.436681,0.218341,0,0.218341,0,0.440852,0.110213,0,0.110213,0.220426,0.220426,0,0,0.220426,0,0.220426,0,0,0.220426,0,0.193611,0,0,0,0.193611,0.0147336,0.849742,0.353774
186,DrawIndexed,260,260,0,0,0,0,0,260,780,285,0,0,1300,0,0,0,0,0,0,0,2,0,0.0235966,2.35537,0.0117983,0.746073,3.78512,0.769776,1.3686,3025,0,0,0,20928,640,0,0,0,0,280,0,0,0,0.584605,0.584605,0.584605,0.584605,0.584605,0.68204,1.99871,0,0,0,9.2669,0,0,0,0.0322373,0.0322373,0.0322373,0,0,0,0,0,0,280,10.8962,2.45003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584605,0.194868,0,0.194868,0.194868,0.584605,0,0.194868,0.194868,0.194868,0.584985,0,0.194995,0.194995,0.194995,0.584985,0,0.194995,0.194995,0.194995,0.682483,0.194995,0.0974976,0.194995,0.194995,0.580833,0.0968054,0.193611,0.193611,0.0968054,0.0283062,1.60268,0.746021
187,DrawIndexed,260,207,0,0,0,0,0,260,780,285,16,52,1297,0,0,0,0,0,0,0,7,36,0.0461643,1.46774,0.0105354,0.272368,7.09347,1.05507,1.09875,10559,0,0,0,22208,576,0,0,0,0,8,0,0,0,0.232513,0.174385,0.174385,0.174385,0.203449,0.116257,0.330418,0.0777454,0,0.0485909,2.38855,0.0411358,0.709442,0.0668709,0.0874636,0.00971817,0.058309,0.828098,0.685323,0,0,0.40929,0.40929,96,3.24587,0.340136,0.446844,0.317656,0.446844,0.308833,0,0,0,0,0.335133,0.238242,0.223422,0.158828,0,624,38.3843,0,0,52,0.930052,0,0.0581283,0.116257,0.755668,1.01724,0.0581283,0.561907,0.0581283,0.339082,0.169747,0.0565824,0,0.0565824,0.0565824,0.169747,0.0565824,0,0.0565824,0.0565824,0.603546,0.0565824,0.0282912,0.0565824,0.46209,0.609176,0.0285551,0.0571102,0.4664,0.0571102,0.00810557,0.442698,0.202683
188,DrawIndexed,104,80,0,0,0,0,0,104,312,139,34,80,1298,0,0,0,0,0,0,0,8,36,0.04687,1.31937,0.0125119,0.196083,8.58299,1.34347,1.05616,10139,0,0,0,11200,640,0,0,0,0,84,0,0,0,0.116743,0.116743,0.116743,0.0583714,0.0583714,0.0583714,0.388884,0,0.142274,0,2.5978,0.0433651,0.861855,0.0815104,0.00948497,0.151759,0.00948497,0,0,0.789369,1.51878,0,0,200,3.05416,0.474248,0,0,0,0,0.666196,1.04376,1.46361,0.392607,0,0,0,0,0,880,0,0,0,80,0.116743,0.0583714,0,0.0583714,0,0.116743,0.0583714,0,0.0583714,0,1.60855,0.289739,0.319712,0.749326,0.659407,0.859227,0,0.579478,0.429613,0.059946,0.059946,0,0,0.059946,0,0.059952,0,0,0,0.059952,0.00401529,0.24044,0.112748
189,DrawIndexed,260,260,0,0,0,0,0,260,780,285,0,0,1297,0,0,0,0,0,0,0,2,0,0.0238024,2.24834,0.0119012,0.687299,3.6598,0.817443,1.38054,3169,0,0,0,20992,640,0,0,0,0,968,0,0,0,0.52356,0.52356,0.52356,0.52356,0.61082,0.52356,4.78088,0,0,0,14.9809,0,0,0,0.0332005,0.0332005,0.0332005,0,0,0,0,0,0,968,13.1806,6.3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52356,0,0.17452,0.17452,0.17452,0.52356,0,0.17452,0.17452,0.17452,0.572701,0.1909,0,0.1909,0.1909,0.572701,0.1909,0,0.1909,0.1909,0.572701,0.1909,0,0.1909,0.1909,0.667514,0.0953592,0.190718,0.286078,0.0953592,0.0257118,1.47642,0.755794
190,DrawIndexed,104,104,0,0,0,0,0,104,312,141,44,140,1297,0,0,0,0,0,0,0,7,68,0.0716665,1.66543,0.0134124,0.216967,10.3896,1.354,1.4041,10454,0,0,0,11136,512,0,0,0,0,260,0,0,0,0.111441,0.111441,0.111441,0.0557207,0.0557207,0.0557207,0.642711,0.311617,0,0,3.17646,0.0689548,1.18926,0.107716,0.321356,0.00973805,0.00973805,1.71779,1.92544,0,0,0,0,468,3.42779,0.720615,1.52537,1.39165,1.22225,1.08871,0,0,0,0,0,0,0,0,0,1680,39.4968,0,0,140,2.00594,0.724369,0.668648,0.668648,0.724369,1.80163,0.325037,0.668648,0.668648,0.724369,0.111815,0,0.0279538,0.0279538,0.0559076,0.0559076,0,0,0,0.0559076,0.0559076,0,0,0,0.0559076,0.0566305,0,0,0,0.0566305,0.00408017,0.235657,0.110576
191,DrawIndexed,113,99,0,0,0,0,0,113,339,127,14,48,1298,0,0,0,0,0,0,0,8,0,0.0509293,1.32891,0.0116355,0.19145,8.91206,1.45006,1.03919,10328,0,0,0,10816,448,0,0,0,0,0,0,0,0,0.116077,0.116077,0.0580383,0.0580383,0.0580383,0.0580383,0.231348,0.0867554,0,0.0289185,2.2056,0.0497173,0.889395,0.0922465,0.0963948,0.00963948,0.0385579,0.818793,0.623842,0,0,0.399649,0.282679,48,2.87257,0.221708,0.453215,0.254609,0.566519,0.307287,0,0,0,0,0.226608,0.158033,0.113304,0.0790167,0,576,38.933,0,0,48,0.735152,0.415941,0.0580383,0.0580383,0.415941,0.928613,0.561037,0.0290192,0.47398,0.0290192,0.0567054,0,0,0,0.0567054,0.0567054,0,0,0.0567054,0,0.330782,0,0,0.0567054,0.274076,0.341164,0,0,0.0584852,0.282679,0.00359402,0.210838,0.0958534
